2025-12-25 14:54:41,577 [background-preinit] INFO  o.h.validator.internal.util.Version ? - HV000001: Hibernate Validator 8.0.2.Final
2025-12-25 14:54:44,259 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'baseProjectMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [methodValidationPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,260 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'baseProjectMapper' of type [jdk.proxy2.$Proxy135] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [methodValidationPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,262 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'baseOrganizationMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [methodValidationPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,262 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'baseOrganizationMapper' of type [jdk.proxy2.$Proxy136] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [methodValidationPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,262 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'operationLogService' of type [io.metersphere.system.log.service.OperationLogService] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [methodValidationPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,262 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'userLoginService' of type [io.metersphere.system.service.UserLoginService] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [methodValidationPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,262 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'localRealm' of type [io.metersphere.system.security.realm.LocalRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [methodValidationPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,280 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [methodValidationPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,302 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'getAuthorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor []? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,521 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'quartz-com.fit2cloud.autoconfigure.QuartzProperties' of type [com.fit2cloud.autoconfigure.QuartzProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,526 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'quartzDataSourceProperties' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,530 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 437 - Bean 'quartzDataSource' of type [com.zaxxer.hikari.HikariDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,539 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'com.fit2cloud.autoconfigure.QuartzAutoConfiguration' of type [com.fit2cloud.autoconfigure.QuartzAutoConfiguration$$SpringCGLIB$$0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [schedulerStarter] is declared through a non-static factory method on that class; consider declaring it as static instead.
2025-12-25 14:54:44,546 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'spring.flyway-org.springframework.boot.autoconfigure.flyway.FlywayProperties' of type [org.springframework.boot.autoconfigure.flyway.FlywayProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,553 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,557 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'flywayConnectionDetails' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$PropertiesFlywayConnectionDetails] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,559 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'resourceProviderCustomizer' of type [org.springframework.boot.autoconfigure.flyway.ResourceProviderCustomizer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,612 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'flyway' of type [org.flywaydb.core.Flyway] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:44,625 [main] INFO  com.zaxxer.hikari.HikariDataSource ? - DatebookHikariCP - Starting...
2025-12-25 14:54:44,797 [main] INFO  com.zaxxer.hikari.pool.HikariPool ? - DatebookHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@51d50b5f
2025-12-25 14:54:44,798 [main] INFO  com.zaxxer.hikari.HikariDataSource ? - DatebookHikariCP - Start completed.
2025-12-25 14:54:44,824 [main] INFO  o.f.c.i.r.ResourceNameValidator ? - 2 SQL migrations were detected but not run because they did not follow the filename convention.
2025-12-25 14:54:44,825 [main] INFO  o.f.c.i.r.ResourceNameValidator 41 - Set 'validateMigrationNaming' to true to fail fast and see a list of the invalid file names.
2025-12-25 14:54:44,848 [main] INFO  org.flywaydb.core.FlywayExecutor ? - Database: jdbc:mysql://mysql.tst.spotter.ink:31070/spotter_aegis?autoReconnect=false&useUnicode=true&characterEncoding=UTF-8&characterSetResults=UTF-8&zeroDateTimeBehavior=convertToNull&useSSL=false&serverTimezone=Asia/Shanghai (MySQL 8.0)
2025-12-25 14:54:45,186 [main] INFO  o.f.core.internal.command.DbMigrate ? - Current version of schema `spotter_aegis`: 3.6.5.1
2025-12-25 14:54:45,186 [main] WARN  o.f.core.internal.command.DbMigrate ? - Schema `spotter_aegis` has a version (3.6.5.1) that is newer than the latest available migration (3.0.1.4) !
2025-12-25 14:54:45,186 [main] WARN  o.f.core.internal.command.DbMigrate ? - Schema `spotter_aegis` contains a failed future migration to version 3.6.5.1 !
2025-12-25 14:54:45,201 [main] INFO  o.f.core.internal.command.DbMigrate ? - Schema `spotter_aegis` is up to date. No migration necessary.
2025-12-25 14:54:45,304 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'flywayInitializer' of type [org.springframework.boot.autoconfigure.flyway.FlywayMigrationInitializer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:45,305 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'org.springframework.boot.autoconfigure.sql.init.DataSourceInitializationConfiguration' of type [org.springframework.boot.autoconfigure.sql.init.DataSourceInitializationConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:45,307 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'spring.sql.init-org.springframework.boot.autoconfigure.sql.init.SqlInitializationProperties' of type [org.springframework.boot.autoconfigure.sql.init.SqlInitializationProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:45,310 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'dataSourceScriptDatabaseInitializer' of type [org.springframework.boot.autoconfigure.sql.init.SqlDataSourceScriptDatabaseInitializer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:45,326 [main] INFO  org.quartz.impl.StdSchedulerFactory ? - Using default implementation for ThreadExecutor
2025-12-25 14:54:45,327 [main] INFO  org.quartz.simpl.SimpleThreadPool ? - Job execution threads will use class loader of thread: main
2025-12-25 14:54:45,331 [main] INFO  o.quartz.core.SchedulerSignalerImpl ? - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2025-12-25 14:54:45,331 [main] INFO  org.quartz.core.QuartzScheduler ? - Quartz Scheduler v2.5.0 created.
2025-12-25 14:54:45,333 [main] INFO  com.zaxxer.hikari.HikariDataSource ? - DatebookHikariCP - Starting...
2025-12-25 14:54:45,405 [main] INFO  com.zaxxer.hikari.pool.HikariPool ? - DatebookHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@76ecbfbf
2025-12-25 14:54:45,405 [main] INFO  com.zaxxer.hikari.HikariDataSource ? - DatebookHikariCP - Start completed.
2025-12-25 14:54:45,405 [main] INFO  o.s.s.quartz.LocalDataSourceJobStore 673 - Using db table-based data access locking (synchronization).
2025-12-25 14:54:45,407 [main] INFO  o.s.s.quartz.LocalDataSourceJobStore ? - JobStoreCMT initialized.
2025-12-25 14:54:45,407 [main] INFO  org.quartz.core.QuartzScheduler 289 - Scheduler meta-data: Quartz Scheduler (v2.5.0) 'msScheduler' with instanceId 'spotterdeMacBook-Air.local1766645685327'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.springframework.scheduling.quartz.LocalDataSourceJobStore' - which supports persistence. and is clustered.

2025-12-25 14:54:45,407 [main] INFO  org.quartz.impl.StdSchedulerFactory 1376 - Quartz scheduler 'msScheduler' initialized from an externally provided properties instance.
2025-12-25 14:54:45,407 [main] INFO  org.quartz.impl.StdSchedulerFactory 1378 - Quartz scheduler version: 2.5.0
2025-12-25 14:54:45,408 [main] INFO  org.quartz.core.QuartzScheduler 2240 - JobFactory set to: org.springframework.scheduling.quartz.AdaptableJobFactory@7fb02869
2025-12-25 14:54:45,408 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 437 - Bean 'clusterSchedulerFactoryBean' of type [org.springframework.scheduling.quartz.SchedulerFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:45,413 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'clusterSchedulerFactoryBean' of type [org.quartz.impl.StdScheduler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:45,421 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'quartzTimeZone' of type [sun.util.calendar.ZoneInfo] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:45,426 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'quartzManageService' of type [com.fit2cloud.quartz.service.QuartzManageService] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [schedulerStarter]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:45,445 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker ? - Bean 'org.apache.shiro.spring.boot.autoconfigure.ShiroBeanAutoConfiguration' of type [org.apache.shiro.spring.boot.autoconfigure.ShiroBeanAutoConfiguration$$SpringCGLIB$$0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [shiroEventBusAwareBeanPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
2025-12-25 14:54:45,446 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 437 - Bean 'eventBus' of type [org.apache.shiro.event.support.DefaultEventBus] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [shiroEventBusAwareBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2025-12-25 14:54:45,647 [main] INFO  o.s.b.w.e.j.JettyServletWebServerFactory 176 - Server initialized with port: 8081
2025-12-25 14:54:45,650 [main] INFO  org.eclipse.jetty.server.Server ? - jetty-12.0.21; built: 2025-05-09T00:32:00.688Z; git: 1c4719601e31b05b7d68910d2edd980259f1f53c; jvm 21.0.8+12-LTS-250
2025-12-25 14:54:45,666 [main] INFO  o.e.j.s.h.ContextHandler.application 2921 - Initializing Spring embedded WebApplicationContext
2025-12-25 14:54:45,666 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 301 - Root WebApplicationContext: initialization completed in 3887 ms
2025-12-25 14:54:45,982 [main] INFO  org.redisson.Version ? - Redisson 3.49.0
2025-12-25 14:54:46,051 [main] WARN  i.n.r.d.DnsServerAddressStreamProviders ? - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
2025-12-25 14:54:46,139 [redisson-netty-1-4] INFO  o.r.connection.ConnectionsHolder ? - 1 connections initialized for 127.0.0.1/127.0.0.1:6379
2025-12-25 14:54:46,162 [redisson-netty-1-19] INFO  o.r.connection.ConnectionsHolder ? - 24 connections initialized for 127.0.0.1/127.0.0.1:6379
2025-12-25 14:54:46,297 [main] INFO  o.e.j.s.DefaultSessionIdManager ? - Session workerName=node0
2025-12-25 14:54:46,299 [main] INFO  o.e.j.server.handler.ContextHandler ? - Started osbwej.JettyEmbeddedWebAppContext@3a9c5f14{application,/,b=[file:/private/var/folders/ct/yyzz54z14kx7ww81dglhxhgh0000gn/T/jetty-docbase.8081.3067754409427990236/, jar:file:///Users/spotter/.m2/repository/org/webjars/swagger-ui/5.18.2/swagger-ui-5.18.2.jar!/META-INF/resources/],a=AVAILABLE,h=oeje10s.SessionHandler@7085261e{STARTED}}
2025-12-25 14:54:46,299 [main] INFO  o.e.j.e.s.ServletContextHandler 1055 - Started osbwej.JettyEmbeddedWebAppContext@3a9c5f14{application,/,b=[file:/private/var/folders/ct/yyzz54z14kx7ww81dglhxhgh0000gn/T/jetty-docbase.8081.3067754409427990236/, jar:file:///Users/spotter/.m2/repository/org/webjars/swagger-ui/5.18.2/swagger-ui-5.18.2.jar!/META-INF/resources/],a=AVAILABLE,h=oeje10s.SessionHandler@7085261e{STARTED}}
2025-12-25 14:54:46,300 [main] INFO  org.eclipse.jetty.server.Server 612 - Started oejs.Server@3fc4e667{STARTING}[12.0.21,sto=0] @5817ms
2025-12-25 14:54:46,325 [main] INFO  o.pf4j.DefaultPluginStatusProvider ? - Enabled plugins: []
2025-12-25 14:54:46,325 [main] INFO  o.pf4j.DefaultPluginStatusProvider 54 - Disabled plugins: []
2025-12-25 14:54:46,326 [main] INFO  org.pf4j.DefaultPluginManager 119 - PF4J version 3.10.0 in 'deployment' mode
2025-12-25 14:54:46,355 [main] INFO  i.m.system.config.OssConfig ? - Method[ossClient][初始化对象存储客户端，端点: https://oss-cn-hangzhou.aliyuncs.com]
2025-12-25 14:54:46,782 [main] INFO  i.m.system.config.OssConfig ? - Method[ossClient][存储桶 spotter-aegis-test 已存在]
2025-12-25 14:54:46,782 [main] INFO  i.m.system.config.OssConfig ? - Method[ossClient][阿里云 OSS 客户端初始化完成]
2025-12-25 14:54:46,883 [main] INFO  i.m.system.config.PermissionConfig ? - Method[permissionCache][load permission form permission.json file]
2025-12-25 14:54:48,700 [main] INFO  org.apache.jmeter.util.JMeterUtils ? - Setting Locale to zh_CN_#Hans
2025-12-25 14:54:48,703 [main] INFO  org.apache.jmeter.util.JMeterUtils ? - Could not find resources for 'zh_CN_#Hans', using 'zh_CN'
2025-12-25 14:54:49,312 [main] INFO  i.m.f.config.FeishuMeegoConfig ? - Method[init][========== 定时任务配置已加载 ==========]
2025-12-25 14:54:49,312 [main] INFO  i.m.f.config.FeishuMeegoConfig 69 - Method[init][用例CS值计算: 0 0 2 * * ?]
2025-12-25 14:54:49,312 [main] INFO  i.m.f.config.FeishuMeegoConfig ? - Method[init][每日效能指标计算: 0 0 4 * * ?]
2025-12-25 14:54:49,312 [main] INFO  i.m.f.config.FeishuMeegoConfig 69 - Method[init][每周效能指标计算: 0 0 4 ? * MON]
2025-12-25 14:54:49,312 [main] INFO  i.m.f.config.FeishuMeegoConfig 69 - Method[init][每月效能指标计算: 0 0 4 1 * ?]
2025-12-25 14:54:49,312 [main] INFO  i.m.f.config.FeishuMeegoConfig 69 - Method[init][飞书需求同步: 0 0 1 * * ?]
2025-12-25 14:54:49,312 [main] INFO  i.m.f.config.FeishuMeegoConfig 54 - Method[init][========================================]
2025-12-25 14:54:49,678 [main] INFO  i.m.p.c.TestPlanMetricsAsyncConfig ? - Method[meticsCalculationExecutor][指标计算线程池初始化完成: corePoolSize=2, maxPoolSize=5, queueCapacity=100]
2025-12-25 14:54:49,680 [main] INFO  i.m.f.config.CaseMetricsAsyncConfig 54 - Method[csCalculationExecutor][CS计算线程池初始化完成: corePoolSize=2, maxPoolSize=5, queueCapacity=100]
2025-12-25 14:54:49,682 [main] INFO  i.m.f.config.CaseMetricsAsyncConfig ? - Method[feishuSyncExecutor][飞书同步线程池初始化完成: corePoolSize=1, maxPoolSize=2, queueCapacity=10]
2025-12-25 14:54:50,034 [main] INFO  c.b.m.e.s.MybatisPlusApplicationContextAware ? - Register ApplicationContext instances org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@497570fb
2025-12-25 14:54:50,806 [main] INFO  o.e.j.s.h.ContextHandler.application ? - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-12-25 14:54:50,806 [main] INFO  o.s.web.servlet.DispatcherServlet 532 - Initializing Servlet 'dispatcherServlet'
2025-12-25 14:54:50,807 [main] INFO  o.s.web.servlet.DispatcherServlet ? - Completed initialization in 1 ms
2025-12-25 14:54:50,810 [main] INFO  o.e.jetty.server.AbstractConnector ? - Started ServerConnector@8e60996{HTTP/1.1, (http/1.1)}{0.0.0.0:8081}
2025-12-25 14:54:50,811 [main] INFO  o.s.b.w.e.jetty.JettyWebServer 169 - Jetty started on port 8081 (http/1.1) with context path '/'
2025-12-25 14:54:50,899 [main] INFO  o.s.s.quartz.SchedulerFactoryBean ? - Will start Quartz Scheduler [msScheduler] in 60 seconds
2025-12-25 14:54:50,905 [main] INFO  io.metersphere.Application ? - Started Application in 9.62 seconds (process running for 10.422)
2025-12-25 14:54:50,978 [main] INFO  i.m.listener.AppStartListener 54 - Method[run][================= 应用启动 =================]
2025-12-25 14:54:51,047 [main] INFO  i.m.s.u.w.DisposableWorkerIdAssigner ? - Method[assignWorkerId][Add worker node:WorkerNode(id=797, hostName=192.168.29.181, port=1766645690983-1307983363, type=2, launchDate=1766645690984, modified=1766645690984, created=1766645690984)]
2025-12-25 14:54:51,047 [main] INFO  i.m.s.uid.impl.DefaultUidGenerator ? - Initialized bits(1, 29, 21, 13) for workerID:797
2025-12-25 14:54:51,047 [main] INFO  i.m.listener.AppStartListener ? - Method[run][开始初始化文件存储，ossClient类型: OSSClient]
2025-12-25 14:54:51,047 [main] INFO  i.m.listener.AppStartListener 76 - Method[run][OSS配置: endpoint=https://oss-cn-hangzhou.aliyuncs.com, bucketName=spotter-aegis-test]
2025-12-25 14:54:51,047 [main] INFO  i.m.listener.AppStartListener 54 - Method[run][检测到阿里云OSS客户端，使用阿里云OSS初始化]
2025-12-25 14:54:51,048 [main] INFO  i.m.listener.AppStartListener 54 - Method[run][文件存储初始化完成]
2025-12-25 14:54:51,048 [main] INFO  i.m.listener.AppStartListener 54 - Method[run][初始化定时任务]
2025-12-25 14:54:51,121 [main] INFO  i.m.listener.AppStartListener ? - Method[run][初始化导出未完成任务的状态]
2025-12-25 14:55:50,907 [Quartz Scheduler [msScheduler]] INFO  o.s.s.quartz.SchedulerFactoryBean ? - Starting Quartz Scheduler now, after delay of 60 seconds
2025-12-25 14:55:50,912 [Quartz Scheduler [msScheduler]] INFO  c.fit2cloud.quartz.SchedulerStarter ? - reschedule all jobs...
2025-12-25 14:55:51,035 [Quartz Scheduler [msScheduler]] INFO  org.quartz.core.QuartzScheduler ? - Scheduler msScheduler_$_spotterdeMacBook-Air.local1766645685327 started.
2025-12-25 14:55:53,631 [Quartz Scheduler [msScheduler]] INFO  org.quartz.core.QuartzScheduler ? - Scheduler msScheduler_$_spotterdeMacBook-Air.local1766645685327 started.
2025-12-25 15:17:23,992 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@1f4e4233 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:00,686 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@76ecbfbf (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:00,702 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@33b6b6c8 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:00,717 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@603fe98c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
